SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
20 - 21 School Year,29,Gratiot-Isabella RESD,29100,St. Louis Public Schools,00000,All Buildings,29,Gratiot,LEA District,Town: Distant,East Central Michigan Region,10,18,32.7,37,67.3,11,20.4,43,79.6,24,21.8,86,78.2
20 - 21 School Year,29,Gratiot-Isabella RESD,37010,Mt. Pleasant City School District,00000,All Buildings,29,Gratiot,LEA District,Town: Distant,East Central Michigan Region,10,52,35.6,94,64.4,38,23.8,122,76.3,148,43,196,57
20 - 21 School Year,29,Gratiot-Isabella RESD,37040,Beal City Public Schools,00000,All Buildings,29,Gratiot,LEA District,Rural: Distant,East Central Michigan Region,10,15,40.5,22,59.5,12,28.6,30,71.4,21,30.9,47,69.1
20 - 21 School Year,29,Gratiot-Isabella RESD,37060,Shepherd Public Schools,00000,All Buildings,29,Gratiot,LEA District,Rural: Distant,East Central Michigan Region,10,29,36.7,50,63.3,11,44,14,56,31,29.2,75,70.8
20 - 21 School Year,29,Gratiot-Isabella RESD,37900,Flextech High School Shepherd,00000,All Buildings,29,Gratiot,PSA District,Rural: Distant,East Central Michigan Region,10,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,29,Gratiot-Isabella RESD,37901,Renaissance Public School Academy,00000,All Buildings,29,Gratiot,PSA District,Town: Distant,East Central Michigan Region,10,< 10,13.5,32,86.5,< 10,24,19,76,N/A,N/A,N/A,N/A
20 - 21 School Year,30,Hillsdale ISD,30000,Hillsdale ISD  - District created from ISD,00000,All Buildings,30,Hillsdale,ISD District,Town: Distant,Southeast Region,2,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,30,Hillsdale ISD,30010,Camden-Frontier School,00000,All Buildings,30,Hillsdale,LEA District,Rural: Distant,Southeast Region,2,< 10,14.3,18,85.7,< 10,14.8,23,85.2,14,26.9,38,73.1
20 - 21 School Year,30,Hillsdale ISD,30020,Hillsdale Community Schools,00000,All Buildings,30,Hillsdale,LEA District,Town: Distant,Southeast Region,2,14,20,56,80,< 10,10,72,90,62,35.2,114,64.8
20 - 21 School Year,30,Hillsdale ISD,30030,Jonesville Community Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Fringe,Southeast Region,2,19,40.4,28,59.6,16,23.9,51,76.1,20,25.6,58,74.4
20 - 21 School Year,30,Hillsdale ISD,30040,Litchfield Community Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Distant,Southeast Region,2,< 10,< 5,< 10,> 95,< 10,8.3,11,91.7,< 10,30,14,70
20 - 21 School Year,30,Hillsdale ISD,30050,North Adams-Jerome Public Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Distant,Southeast Region,2,< 10,11.8,15,88.2,< 10,6.7,28,93.3,< 10,18.4,31,81.6
20 - 21 School Year,30,Hillsdale ISD,30060,Pittsford Area Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Distant,Southeast Region,2,< 10,22.2,21,77.8,< 10,< 5,26,> 95,< 10,17.5,33,82.5
20 - 21 School Year,30,Hillsdale ISD,30070,Reading Community Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Distant,Southeast Region,2,< 10,26.9,19,73.1,< 10,28.6,20,71.4,17,25.8,49,74.2
20 - 21 School Year,30,Hillsdale ISD,30080,Waldron Area Schools,00000,All Buildings,30,Hillsdale,LEA District,Rural: Remote,Southeast Region,2,< 10,7.1,13,92.9,< 10,5.6,17,94.4,< 10,9.1,20,90.9
20 - 21 School Year,30,Hillsdale ISD,30901,Hillsdale Preparatory School,00000,All Buildings,30,Hillsdale,PSA District,Town: Distant,Southeast Region,2,< 10,33.3,< 10,66.7,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,30,Hillsdale ISD,30902,Will Carleton Charter School Academy,00000,All Buildings,30,Hillsdale,PSA District,Rural: Fringe,Southeast Region,2,< 10,35.7,< 10,64.3,< 10,23.1,10,76.9,13,46.4,15,53.6
20 - 21 School Year,31,Copper Country ISD,07010,Arvon Township School District,00000,All Buildings,31,Houghton,LEA District,Rural: Remote,Western Upper Peninsula Region,16,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,31,Copper Country ISD,07020,Baraga Area Schools,00000,All Buildings,31,Houghton,LEA District,Rural: Remote,Western Upper Peninsula Region,16,< 10,25,12,75,< 10,5,19,95,14,28,36,72
20 - 21 School Year,31,Copper Country ISD,07040,L'Anse Area Schools,00000,All Buildings,31,Houghton,LEA District,Rural: Remote,Western Upper Peninsula Region,16,< 10,30.8,18,69.2,< 10,21.1,30,78.9,16,18.6,70,81.4
20 - 21 School Year,31,Copper Country ISD,31000,Copper Country ISD  - District created from ISD,00000,All Buildings,31,Houghton,ISD District,Town: Remote,Western Upper Peninsula Region,16,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,31,Copper Country ISD,31010,Hancock Public Schools,00000,All Buildings,31,Houghton,LEA District,Rural: Fringe,Western Upper Peninsula Region,16,15,53.6,13,46.4,13,46.4,15,53.6,20,45.5,24,54.5
20 - 21 School Year,31,Copper Country ISD,31020,Adams Township School District,00000,All Buildings,31,Houghton,LEA District,Rural: Distant,Western Upper Peninsula Region,16,< 10,33.3,< 10,66.7,< 10,30.8,< 10,69.2,22,33.3,44,66.7
20 - 21 School Year,31,Copper Country ISD,31030,"Public Schools of Calumet, Laurium & Keweenaw",00000,All Buildings,31,Houghton,LEA District,Town: Remote,Western Upper Peninsula Region,16,24,43.6,31,56.4,22,31.4,48,68.6,55,43.7,71,56.3
20 - 21 School Year,31,Copper Country ISD,31050,Chassell Township School District,00000,All Buildings,31,Houghton,LEA District,Rural: Fringe,Western Upper Peninsula Region,16,< 10,40,< 10,60,< 10,< 5,< 10,> 95,10,50,10,50
20 - 21 School Year,31,Copper Country ISD,31100,Dollar Bay-Tamarack City Area Schools,00000,All Buildings,31,Houghton,LEA District,Town: Remote,Western Upper Peninsula Region,16,< 10,37.5,10,62.5,< 10,44.4,< 10,55.6,16,47.1,18,52.9
20 - 21 School Year,31,Copper Country ISD,31110,Houghton-Portage Township School District,00000,All Buildings,31,Houghton,LEA District,Rural: Fringe,Western Upper Peninsula Region,16,25,56.8,19,43.2,16,30.2,37,69.8,50,64.1,28,35.9
20 - 21 School Year,31,Copper Country ISD,31130,Lake Linden-Hubbell School District,00000,All Buildings,31,Houghton,LEA District,Town: Remote,Western Upper Peninsula Region,16,< 10,16.7,10,83.3,< 10,38.5,< 10,61.5,< 10,21.4,11,78.6
20 - 21 School Year,31,Copper Country ISD,31140,Stanton Township Public Schools,00000,All Buildings,31,Houghton,LEA District,Rural: Distant,Western Upper Peninsula Region,16,< 10,54.5,< 10,45.5,10,58.8,< 10,41.2,N/A,N/A,N/A,N/A
20 - 21 School Year,31,Copper Country ISD,42030,Grant Township S/D #2,00000,All Buildings,31,Houghton,LEA District,Rural: Remote,Western Upper Peninsula Region,16,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,32,Huron ISD,32010,Bad Axe Public Schools,00000,All Buildings,32,Huron,LEA District,Town: Remote,Upper Thumb Region,11,11,32.4,23,67.6,16,34,31,66,21,21.4,77,78.6
20 - 21 School Year,32,Huron ISD,32030,Caseville Public Schools,00000,All Buildings,32,Huron,LEA District,Rural: Remote,Upper Thumb Region,11,< 10,18.2,< 10,81.8,< 10,7.7,12,92.3,< 10,16.7,25,83.3
20 - 21 School Year,32,Huron ISD,32040,Church School District,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,32,Huron ISD,32050,Elkton-Pigeon-Bay Port Laker Schools,00000,All Buildings,32,Huron,LEA District,Rural: Remote,Upper Thumb Region,11,19,38.8,30,61.2,< 10,17.6,28,82.4,22,36.7,38,63.3
20 - 21 School Year,32,Huron ISD,32060,Harbor Beach Community Schools,00000,All Buildings,32,Huron,LEA District,Rural: Remote,Upper Thumb Region,11,< 10,31.3,11,68.8,13,44.8,16,55.2,44,44,56,56
20 - 21 School Year,32,Huron ISD,32080,North Huron School District,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,5.9,16,94.1,< 10,22.7,17,77.3,< 10,15.9,37,84.1
20 - 21 School Year,32,Huron ISD,32090,Owendale-Gagetown Area School District,00000,All Buildings,32,Huron,LEA District,Rural: Remote,Upper Thumb Region,11,< 10,< 5,< 10,> 95,< 10,50,< 10,50,< 10,8.3,11,91.7
20 - 21 School Year,32,Huron ISD,32170,Ubly Community Schools,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,11,45.8,13,54.2,< 10,20.9,34,79.1,14,25,42,75
20 - 21 School Year,32,Huron ISD,32260,Colfax Township S/D #1F,00000,All Buildings,32,Huron,LEA District,Rural: Fringe,Upper Thumb Region,11,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,32,Huron ISD,32610,Sigel Township S/D #3F,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,32,Huron ISD,32620,Sigel Township S/D #4F,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,32,Huron ISD,32650,Verona Township S/D #1F,00000,All Buildings,32,Huron,LEA District,Rural: Distant,Upper Thumb Region,11,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33000,Ingham ISD  - District created from ISD,00000,All Buildings,33,Ingham,ISD District,Rural: Fringe,Mid-Michigan Region,7,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,29,53.7,25,46.3
20 - 21 School Year,33,Ingham ISD,33010,East Lansing School District,00000,All Buildings,33,Ingham,LEA District,City: Small,Mid-Michigan Region,7,14,70,< 10,30,17,40.5,25,59.5,79,50,79,50
20 - 21 School Year,33,Ingham ISD,33020,Lansing Public School District,00000,All Buildings,33,Ingham,LEA District,City: Midsize,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10,35,24.6,107,75.4
20 - 21 School Year,33,Ingham ISD,33040,Dansville Schools,00000,All Buildings,33,Ingham,LEA District,Rural: Distant,Mid-Michigan Region,7,< 10,20,16,80,< 10,8.8,31,91.2,12,28.6,30,71.4
20 - 21 School Year,33,Ingham ISD,33060,Haslett Public Schools,00000,All Buildings,33,Ingham,LEA District,Suburb: Large,Mid-Michigan Region,7,13,26,37,74,< 10,25,12,75,32,59.3,22,40.7
20 - 21 School Year,33,Ingham ISD,33070,Holt Public Schools,00000,All Buildings,33,Ingham,LEA District,Suburb: Large,Mid-Michigan Region,7,28,23.9,89,76.1,< 10,12.2,43,87.8,34,47.2,38,52.8
20 - 21 School Year,33,Ingham ISD,33100,Leslie Public Schools,00000,All Buildings,33,Ingham,LEA District,Rural: Fringe,Mid-Michigan Region,7,15,34.1,29,65.9,< 10,17.5,33,82.5,16,24.2,50,75.8
20 - 21 School Year,33,Ingham ISD,33130,Mason Public Schools (Ingham),00000,All Buildings,33,Ingham,LEA District,Suburb: Large,Mid-Michigan Region,7,28,30.8,63,69.2,27,37,46,63,114,50.9,110,49.1
20 - 21 School Year,33,Ingham ISD,33170,Okemos Public Schools,00000,All Buildings,33,Ingham,LEA District,Suburb: Large,Mid-Michigan Region,7,36,42.9,48,57.1,67,55.4,54,44.6,67,62,41,38
20 - 21 School Year,33,Ingham ISD,33200,Stockbridge Community Schools,00000,All Buildings,33,Ingham,LEA District,Rural: Distant,Mid-Michigan Region,7,10,29.4,24,70.6,10,17.5,47,82.5,16,15.7,86,84.3
20 - 21 School Year,33,Ingham ISD,33215,Waverly Community Schools,00000,All Buildings,33,Ingham,LEA District,Suburb: Large,Mid-Michigan Region,7,20,27.8,52,72.2,< 10,21.4,11,78.6,32,28.1,82,71.9
20 - 21 School Year,33,Ingham ISD,33220,Webberville Community Schools,00000,All Buildings,33,Ingham,LEA District,Town: Fringe,Mid-Michigan Region,7,14,45.2,17,54.8,< 10,7.4,25,92.6,17,24.3,53,75.7
20 - 21 School Year,33,Ingham ISD,33230,Williamston Community Schools,00000,All Buildings,33,Ingham,LEA District,Town: Fringe,Mid-Michigan Region,7,< 10,36,16,64,< 10,26.7,11,73.3,20,35.7,36,64.3
20 - 21 School Year,33,Ingham ISD,33901,Cole Academy,00000,All Buildings,33,Ingham,PSA District,City: Midsize,Mid-Michigan Region,7,< 10,15.4,22,84.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33904,Mid-Michigan Leadership Academy,00000,All Buildings,33,Ingham,PSA District,City: Midsize,Mid-Michigan Region,7,< 10,< 5,46,> 95,< 10,< 5,30,> 95,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33906,White Pine Academy,00000,All Buildings,33,Ingham,PSA District,Rural: Distant,Mid-Michigan Region,7,< 10,28.6,< 10,71.4,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33909,Windemere Park Charter Academy,00000,All Buildings,33,Ingham,PSA District,Suburb: Large,Mid-Michigan Region,7,< 10,17.3,43,82.7,13,25,39,75,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33910,Holly Park Academy,00000,All Buildings,33,Ingham,PSA District,City: Midsize,Mid-Michigan Region,7,< 10,24.3,28,75.7,10,31.3,22,68.8,N/A,N/A,N/A,N/A
20 - 21 School Year,33,Ingham ISD,33911,Michigan Connections Academy,00000,All Buildings,33,Ingham,PSA District,Suburb: Large,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,< 10,28.6,10,71.4,22,35.5,40,64.5
20 - 21 School Year,33,Ingham ISD,33913,NexTech High School of Lansing,00000,All Buildings,33,Ingham,PSA District,Rural: Fringe,Mid-Michigan Region,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,32.4,23,67.6
20 - 21 School Year,33,Ingham ISD,33914,Great Lakes Learning Academy,00000,All Buildings,33,Ingham,PSA District,Suburb: Large,Mid-Michigan Region,7,N/A,N/A,N/A,N/A,< 10,44.4,< 10,55.6,< 10,8.3,22,91.7
20 - 21 School Year,34,Ionia ISD,34000,Ionia ISD  - District created from ISD,00000,All Buildings,34,Ionia,ISD District,Rural: Fringe,Mid-Michigan Region,7,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,34,Ionia ISD,34010,Ionia Public Schools,00000,All Buildings,34,Ionia,LEA District,Rural: Fringe,Mid-Michigan Region,7,28,21.4,103,78.6,35,28.5,88,71.5,113,32.7,233,67.3
20 - 21 School Year,34,Ionia ISD,34080,Belding Area School District,00000,All Buildings,34,Ionia,LEA District,Town: Distant,Mid-Michigan Region,7,18,17.3,86,82.7,20,23.5,65,76.5,57,28.5,143,71.5
20 - 21 School Year,34,Ionia ISD,34090,Lakewood Public Schools,00000,All Buildings,34,Ionia,LEA District,Rural: Distant,Mid-Michigan Region,7,47,45.6,56,54.4,20,25,60,75,32,38.1,52,61.9
20 - 21 School Year,34,Ionia ISD,34110,Portland Public Schools,00000,All Buildings,34,Ionia,LEA District,Town: Distant,Mid-Michigan Region,7,20,29.9,47,70.1,26,21.8,93,78.2,87,37.2,147,62.8
20 - 21 School Year,34,Ionia ISD,34120,Saranac Community Schools,00000,All Buildings,34,Ionia,LEA District,Rural: Distant,Mid-Michigan Region,7,12,26.1,34,73.9,12,23.5,39,76.5,22,23.4,72,76.6
20 - 21 School Year,34,Ionia ISD,34140,Berlin Township S/D #3,00000,All Buildings,34,Ionia,LEA District,Rural: Distant,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,34,Ionia ISD,34340,Easton Township S/D #6,00000,All Buildings,34,Ionia,LEA District,Rural: Fringe,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,34,Ionia ISD,34360,Ionia Township S/D #2,00000,All Buildings,34,Ionia,LEA District,Town: Distant,Mid-Michigan Region,7,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,35,Iosco RESA,35000,Iosco RESA  - District created from ISD,00000,All Buildings,35,Iosco,ISD District,Rural: Distant,NEMi Region (Northeast Michigan) Region,12,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,35,Iosco RESA,35010,Oscoda Area Schools,00000,All Buildings,35,Iosco,LEA District,Rural: Fringe,NEMi Region (Northeast Michigan) Region,12,27,38.6,43,61.4,11,21.2,41,78.8,20,22.7,68,77.3
20 - 21 School Year,35,Iosco RESA,35020,Hale Area Schools,00000,All Buildings,35,Iosco,LEA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,< 10,37.5,10,62.5,< 10,22.7,17,77.3,14,35,26,65
20 - 21 School Year,35,Iosco RESA,35030,Tawas Area Schools,00000,All Buildings,35,Iosco,LEA District,Rural: Fringe,NEMi Region (Northeast Michigan) Region,12,28,46.7,32,53.3,12,23.5,39,76.5,40,34.5,76,65.5
20 - 21 School Year,35,Iosco RESA,35040,Whittemore-Prescott Area Schools,00000,All Buildings,35,Iosco,LEA District,Rural: Remote,NEMi Region (Northeast Michigan) Region,12,< 10,8.1,34,91.9,< 10,18.4,31,81.6,14,26.9,38,73.1
20 - 21 School Year,35,Iosco RESA,35902,Alternative Educational Academy of Iosco County,00000,All Buildings,35,Iosco,PSA District,Rural: Fringe,NEMi Region (Northeast Michigan) Region,12,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,38,Jackson ISD,38000,Jackson ISD  - District created from ISD,00000,All Buildings,38,Jackson,ISD District,Rural: Fringe,Southeast Region,2,< 10,< 10,< 10,< 10,< 10,20,< 10,80,N/A,N/A,N/A,N/A
20 - 21 School Year,38,Jackson ISD,38010,Western School District,00000,All Buildings,38,Jackson,LEA District,Rural: Fringe,Southeast Region,2,36,34.3,69,65.7,24,20.5,93,79.5,38,38,62,62
20 - 21 School Year,38,Jackson ISD,38020,Vandercook Lake Public Schools,00000,All Buildings,38,Jackson,LEA District,Suburb: Small,Southeast Region,2,< 10,10.3,35,89.7,< 10,7.7,24,92.3,15,15.6,81,84.4
20 - 21 School Year,38,Jackson ISD,38040,Columbia School District,00000,All Buildings,38,Jackson,LEA District,Town: Fringe,Southeast Region,2,30,36.6,52,63.4,12,25,36,75,20,23.8,64,76.2
20 - 21 School Year,38,Jackson ISD,38050,Grass Lake Community Schools,00000,All Buildings,38,Jackson,LEA District,Rural: Fringe,Southeast Region,2,< 10,28.1,23,71.9,10,26.3,28,73.7,21,25,63,75
20 - 21 School Year,38,Jackson ISD,38080,Concord Community Schools,00000,All Buildings,38,Jackson,LEA District,Rural: Fringe,Southeast Region,2,< 10,33.3,18,66.7,< 10,10.7,25,89.3,30,30.6,68,69.4
20 - 21 School Year,38,Jackson ISD,38090,East Jackson Community Schools,00000,All Buildings,38,Jackson,LEA District,Suburb: Small,Southeast Region,2,< 10,8.8,31,91.2,< 10,11.6,38,88.4,11,22,39,78
20 - 21 School Year,38,Jackson ISD,38100,Hanover-Horton School District,00000,All Buildings,38,Jackson,LEA District,Rural: Distant,Southeast Region,2,14,25,42,75,< 10,10,54,90,59,41,85,59
20 - 21 School Year,38,Jackson ISD,38120,Michigan Center School District,00000,All Buildings,38,Jackson,LEA District,Suburb: Small,Southeast Region,2,22,28.9,54,71.1,10,18.5,44,81.5,13,24.1,41,75.9
20 - 21 School Year,38,Jackson ISD,38130,Napoleon Community Schools,00000,All Buildings,38,Jackson,LEA District,Rural: Fringe,Southeast Region,2,13,29.5,31,70.5,< 10,15.4,33,84.6,40,23.3,132,76.7
20 - 21 School Year,38,Jackson ISD,38140,Northwest Community Schools,00000,All Buildings,38,Jackson,LEA District,Suburb: Small,Southeast Region,2,49,29.2,119,70.8,30,14.9,172,85.1,66,31.1,146,68.9
20 - 21 School Year,38,Jackson ISD,38150,Springport Public Schools,00000,All Buildings,38,Jackson,LEA District,Rural: Distant,Southeast Region,2,< 10,19.6,37,80.4,18,29.5,43,70.5,36,26.1,102,73.9
20 - 21 School Year,38,Jackson ISD,38170,Jackson Public Schools,00000,All Buildings,38,Jackson,LEA District,City: Small,Southeast Region,2,40,20.1,159,79.9,19,15.1,107,84.9,63,22.7,215,77.3
20 - 21 School Year,38,Jackson ISD,38900,Jackson Preparatory & Early College,00000,All Buildings,38,Jackson,PSA District,Rural: Fringe,Southeast Region,2,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,11,39.3,17,60.7
20 - 21 School Year,38,Jackson ISD,38901,Da Vinci Schools,00000,All Buildings,38,Jackson,PSA District,Suburb: Small,Southeast Region,2,< 10,8.3,11,91.7,< 10,60,< 10,40,< 10,29.2,17,70.8
20 - 21 School Year,38,Jackson ISD,38902,Paragon Charter Academy,00000,All Buildings,38,Jackson,PSA District,Suburb: Small,Southeast Region,2,16,30.8,36,69.2,< 10,30.8,18,69.2,N/A,N/A,N/A,N/A
20 - 21 School Year,38,Jackson ISD,38904,Francis Street Primary School,00000,All Buildings,38,Jackson,PSA District,City: Small,Southeast Region,2,< 10,< 5,< 10,> 95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,39,Kalamazoo RESA,39000,Kalamazoo RESA  - District created from ISD,00000,All Buildings,39,Kalamazoo,ISD District,City: Small,Southwest Region,1,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10,< 10,< 10,< 10,< 10
20 - 21 School Year,39,Kalamazoo RESA,39010,Kalamazoo Public Schools,00000,All Buildings,39,Kalamazoo,LEA District,City: Small,Southwest Region,1,11,73.3,< 10,26.7,< 10,33.3,10,66.7,133,43.8,171,56.3
20 - 21 School Year,39,Kalamazoo RESA,39020,Climax-Scotts Community Schools,00000,All Buildings,39,Kalamazoo,LEA District,Rural: Fringe,Southwest Region,1,< 10,29.4,12,70.6,< 10,12,22,88,< 10,21.1,30,78.9
20 - 21 School Year,39,Kalamazoo RESA,39030,Comstock Public Schools,00000,All Buildings,39,Kalamazoo,LEA District,Suburb: Midsize,Southwest Region,1,13,24.5,40,75.5,< 10,11.6,38,88.4,16,17,78,83
20 - 21 School Year,39,Kalamazoo RESA,39050,Galesburg-Augusta Community Schools,00000,All Buildings,39,Kalamazoo,LEA District,Rural: Fringe,Southwest Region,1,15,27.8,39,72.2,< 10,16.2,31,83.8,28,21.5,102,78.5
20 - 21 School Year,39,Kalamazoo RESA,39065,Gull Lake Community Schools,00000,All Buildings,39,Kalamazoo,LEA District,Suburb: Midsize,Southwest Region,1,36,44.4,45,55.6,13,22.4,45,77.6,39,34.2,75,65.8
20 - 21 School Year,39,Kalamazoo RESA,39130,Parchment School District,00000,All Buildings,39,Kalamazoo,LEA District,Suburb: Midsize,Southwest Region,1,24,28.6,60,71.4,13,14,80,86,31,23.8,99,76.2
20 - 21 School Year,39,Kalamazoo RESA,39140,Portage Public Schools,00000,All Buildings,39,Kalamazoo,LEA District,City: Small,Southwest Region,1,73,33.8,143,66.2,70,31.7,151,68.3,162,34.2,312,65.8
20 - 21 School Year,39,Kalamazoo RESA,39160,Schoolcraft Community Schools,00000,All Buildings,39,Kalamazoo,LEA District,Suburb: Midsize,Southwest Region,1,15,30,35,70,< 10,29.6,19,70.4,10,29.4,24,70.6
20 - 21 School Year,39,Kalamazoo RESA,39170,Vicksburg Community Schools,00000,All Buildings,39,Kalamazoo,LEA District,Suburb: Midsize,Southwest Region,1,39,35.5,71,64.5,42,35,78,65,83,41.9,115,58.1
20 - 21 School Year,39,Kalamazoo RESA,39903,Oakland Academy,00000,All Buildings,39,Kalamazoo,PSA District,City: Small,Southwest Region,1,< 10,41.7,< 10,58.3,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A
20 - 21 School Year,39,Kalamazoo RESA,39905,Paramount Charter Academy,00000,All Buildings,39,Kalamazoo,PSA District,City: Small,Southwest Region,1,< 10,14.6,35,85.4,< 10,6.1,31,93.9,N/A,N/A,N/A,N/A
20 - 21 School Year,39,Kalamazoo RESA,39907,Forest Academy,00000,All Buildings,39,Kalamazoo,PSA District,Suburb: Midsize,Southwest Region,1,< 10,25,< 10,75,< 10,16.7,< 10,83.3,N/A,N/A,N/A,N/A
20 - 21 School Year,39,Kalamazoo RESA,39909,Augusta Academy,00000,All Buildings,39,Kalamazoo,PSA District,Suburb: Small,Southwest Region,1,< 10,< 10,< 10,< 10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 - 21 School Year,39,Kalamazoo RESA,39911,Kalamazoo Covenant Academy,00000,All Buildings,39,Kalamazoo,PSA District,City: Small,Southwest Region,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,< 10,< 10,< 10,< 10
20 - 21 School Year,41,Kent ISD,08050,Thornapple Kellogg School District,00000,All Buildings,41,Kent,LEA District,Rural: Fringe,Greater West Michigan Region,8,89,56.3,69,43.7,61,37.7,101,62.3,132,36.7,228,63.3
20 - 21 School Year,41,Kent ISD,41000,Kent ISD  - District created from ISD,00000,All Buildings,41,Kent,ISD District,City: Midsize,Greater West Michigan Region,8,< 10,< 10,< 10,< 10,< 10,< 5,< 10,> 95,< 10,< 10,< 10,< 10
20 - 21 School Year,41,Kent ISD,41010,Grand Rapids Public Schools,00000,All Buildings,41,Kent,LEA District,City: Midsize,Greater West Michigan Region,8,107,17.8,495,82.2,82,15.9,435,84.1,233,21.7,843,78.3
20 - 21 School Year,41,Kent ISD,41020,Godwin Heights Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,< 10,40,< 10,60,16,11.6,122,88.4,51,17.7,237,82.3
20 - 21 School Year,41,Kent ISD,41025,Northview Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,50,37.9,82,62.1,55,28.5,138,71.5,119,31.3,261,68.7
20 - 21 School Year,41,Kent ISD,41026,Wyoming Public Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,N/A,N/A,N/A,N/A,28,14.2,169,85.8,106,24.4,329,75.6
20 - 21 School Year,41,Kent ISD,41040,Byron Center Public Schools,00000,All Buildings,41,Kent,LEA District,Rural: Fringe,Greater West Michigan Region,8,118,69.4,52,30.6,46,38.7,73,61.3,68,41.5,96,58.5
20 - 21 School Year,41,Kent ISD,41050,Caledonia Community Schools,00000,All Buildings,41,Kent,LEA District,Suburb: Large,Greater West Michigan Region,8,60,45.8,71,54.2,76,35.5,138,64.5,131,41.7,183,58.3
